,Customer Type,Class,Flight Distance,Seat Comfort,Inflight Wifi Service,Inflight Entertainment,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
127172,1,0,1082,5,5,5,1,17,58,1
97335,1,2,1643,3,4,4,4,0,0,1
31208,1,0,1505,3,3,3,5,6,14,0
11058,1,0,2118,5,5,4,4,41,27,1
54080,0,2,2324,3,5,3,5,0,0,0
69363,1,0,504,1,1,3,2,32,20,0
55512,0,0,2370,3,5,3,5,0,0,0
77279,1,0,2718,2,2,2,3,20,22,0
98400,1,2,1036,3,5,4,4,0,0,1
27447,1,0,1372,3,1,3,4,0,0,0
17864,1,0,2154,2,2,2,2,17,8,0
56276,0,0,1986,3,4,4,4,70,76,0
87212,1,2,451,5,3,4,4,0,0,1
76938,1,2,403,1,3,1,2,0,0,1
74028,1,0,1935,2,2,2,3,0,0,0
84210,1,2,3464,3,3,3,3,0,7,0
124085,1,2,292,4,1,1,5,0,0,1
72410,1,0,3375,2,2,2,4,27,42,0
46680,0,0,1909,2,2,2,5,12,14,0
18628,1,0,3397,2,1,2,4,0,0,0
88256,1,0,1853,4,3,4,2,0,0,0
52797,0,1,1538,3,3,3,5,0,0,0
74898,1,0,2258,2,2,2,4,0,0,0
24590,1,0,2534,3,3,3,1,0,0,0
20880,1,0,1565,3,4,3,2,0,0,0
37188,1,0,1981,4,1,4,4,0,0,1
12521,1,1,1982,2,3,4,4,113,94,1
7665,1,0,2030,1,4,1,5,0,0,0
118520,1,2,2003,5,5,5,5,78,84,1
13021,1,0,2111,2,5,2,5,0,0,0
32431,1,0,2309,4,4,4,3,4,0,0
112265,1,2,956,2,2,3,4,0,0,1
45889,0,2,2003,2,4,2,4,0,0,0
94082,1,0,632,4,2,3,4,0,0,1
42600,0,0,2292,1,2,1,4,43,36,0
108956,1,2,2178,5,3,1,4,33,13,1
61574,0,2,2029,5,4,0,4,0,0,1
2528,1,0,2024,5,5,5,4,0,0,1
82885,1,2,3393,4,2,5,3,0,0,1
87026,1,0,1865,3,4,3,3,0,0,0
120782,1,2,1572,4,2,4,5,0,0,1
83867,1,0,2151,3,3,3,2,15,33,0
43187,0,0,2547,1,5,1,4,0,0,0
124084,1,2,327,4,2,4,5,37,39,1
38380,1,0,3112,5,5,5,4,0,0,1
67716,1,2,309,1,5,3,1,0,0,0
28647,1,0,3054,3,4,3,4,0,0,0
75773,1,0,2324,2,2,2,3,5,0,0
129812,0,0,1784,2,5,2,5,0,0,0
20868,1,0,1337,3,1,3,3,24,21,0
76681,1,0,1387,2,2,2,4,19,11,0
63058,0,0,1847,5,3,5,4,5,2,1
57467,0,2,1389,4,5,5,5,0,0,1
22850,1,1,2334,3,4,3,3,2,0,0
46697,0,0,1574,2,3,2,3,0,0,0
99701,1,1,923,4,3,3,4,0,0,1
14534,1,0,229,3,2,3,4,6,0,1
99842,1,2,3284,2,3,4,4,2,3,1
80888,1,0,1255,3,3,3,2,0,7,0
126872,1,0,2334,5,5,5,1,5,13,1
70158,1,2,2545,5,4,5,1,0,0,1
60136,0,1,1891,4,2,4,1,0,0,0
43002,0,2,1066,1,3,1,3,0,0,0
85444,1,0,2679,3,3,3,3,0,0,0
55095,0,1,2717,3,1,3,4,1,0,0
57420,0,2,2121,4,1,4,5,0,2,1
81056,1,2,3204,3,3,3,3,0,0,0
129596,1,0,2508,5,5,5,2,0,0,1
10739,1,0,3416,2,3,2,3,30,20,0
40463,0,2,1729,0,2,0,4,0,0,1
21375,1,0,1870,2,2,5,5,0,1,1
10018,1,0,255,4,4,4,5,81,72,1
97199,1,2,1793,5,2,5,4,0,0,1
10326,1,0,1927,2,5,2,4,0,0,0
51667,0,2,1160,3,2,2,5,20,13,0
103160,1,2,1305,1,3,4,4,0,0,1
18795,1,0,1032,4,3,5,4,0,55,1
14630,1,0,1535,2,1,2,2,3,0,0
29860,1,1,1142,3,1,3,5,9,11,0
59461,0,0,2243,4,1,4,4,0,0,0
1827,1,1,2547,1,5,1,4,0,0,0
80451,1,2,2506,4,3,3,2,0,0,1
8349,1,0,2095,2,3,5,4,13,19,0
101241,1,0,2211,4,4,4,4,56,100,0
31574,1,0,2473,3,3,3,5,0,0,0
37671,1,0,1936,4,5,4,4,67,53,0
116876,1,2,222,5,4,4,5,17,29,1
25733,1,0,3178,3,3,3,4,0,0,0
5236,1,0,1250,1,1,1,4,11,26,0
128901,1,2,2022,5,5,5,5,4,32,1
49039,0,0,3095,2,2,4,3,0,0,0
74087,1,2,512,2,1,4,2,0,8,0
78753,1,2,2293,1,1,3,4,1,0,0
55240,0,0,1692,3,5,3,3,0,0,0
22018,1,0,1988,1,5,4,5,0,0,1
76208,1,2,2058,2,2,2,3,3,8,0
106757,1,2,1914,4,1,3,4,14,21,0
11054,1,0,2109,2,5,2,2,0,0,0
31124,1,0,1579,3,4,3,5,11,13,0
5895,1,2,2513,1,4,3,5,0,0,0
110118,1,2,512,5,2,5,5,0,0,1
12512,1,0,1904,2,5,3,4,6,0,1
45669,0,0,1702,2,1,2,2,16,6,0
123553,1,2,379,4,3,5,5,13,6,1
43121,0,0,2000,1,3,1,4,95,78,0
38711,1,0,2352,5,2,5,2,0,0,1
48511,0,0,2028,2,3,2,3,28,49,0
106195,1,2,386,2,2,5,4,0,0,1
47573,0,0,2085,2,3,2,4,0,14,0
108186,1,0,1400,4,4,4,3,0,0,1
66041,1,0,1722,1,1,1,1,0,1,0
14609,1,0,2027,4,5,4,4,5,0,1
16285,1,0,808,4,3,2,4,30,11,1
124629,1,2,2622,5,4,4,5,0,0,1
4684,1,0,2025,1,1,1,4,0,6,0
10751,1,0,2849,4,4,4,4,0,0,1
35789,1,0,1985,4,3,4,5,0,0,1
114012,1,0,1289,5,5,5,2,3,1,1
39486,1,0,2153,5,4,4,5,22,22,1
39978,1,0,1306,5,1,5,5,0,0,1
124410,1,2,270,1,1,1,5,0,10,1
50332,0,2,2309,2,4,2,4,0,0,0
45702,0,0,1302,2,3,2,4,0,0,0
24958,1,0,1991,5,2,4,5,87,86,1
54774,0,2,1147,3,1,3,5,0,0,0
78768,1,2,3441,1,4,3,4,0,0,0
16105,1,0,1958,2,2,5,4,0,0,0
5766,1,0,1701,1,4,0,5,39,36,0
56093,0,2,2362,3,1,4,4,3,0,0
35034,1,0,2777,4,1,4,3,0,5,0
102531,1,0,397,4,3,1,4,55,22,1
7787,1,0,1319,1,2,1,5,3,0,0
27588,1,0,1665,3,2,3,4,10,9,0
56451,0,0,1974,3,4,3,3,0,5,0
37156,1,0,1019,4,5,4,5,0,2,1
23818,1,0,1440,3,4,3,4,23,20,0
68294,1,2,3151,1,5,4,1,0,0,0
82251,1,2,2037,5,2,4,3,0,0,1
59120,0,2,1630,4,2,4,4,0,5,1
45285,0,2,2324,2,3,1,5,37,41,0
126088,1,2,2340,5,5,4,5,0,0,1
73341,1,2,2858,2,2,5,2,0,8,1
55193,0,0,1922,3,3,3,4,2,8,0
92542,1,2,2846,1,4,4,4,21,11,1
25686,1,0,2728,2,5,5,4,0,15,1
98982,1,2,1933,5,2,4,4,119,101,1
21308,1,0,1554,3,2,4,4,0,6,0
93328,1,2,1506,4,5,5,4,0,0,1
48279,0,2,3331,2,2,2,3,0,0,0
60610,0,0,1442,4,4,4,4,52,62,0
26942,1,0,2494,3,4,3,3,0,0,0
80885,1,0,2318,3,3,3,1,74,64,0
83750,1,2,285,3,2,3,3,0,0,0
115237,1,2,2405,4,5,5,5,0,0,1
58699,0,2,1670,4,5,4,4,15,27,0
55448,0,2,1688,3,3,3,5,0,0,0
46968,0,0,2527,2,2,2,2,0,1,0
101206,1,2,2536,2,3,2,4,0,0,1
120563,1,2,1908,3,5,3,5,14,3,1
121281,1,2,1110,2,5,5,5,10,4,1
4955,1,0,2050,1,1,1,3,0,0,0
81337,1,0,1717,3,3,3,3,20,0,0
101005,1,2,2131,1,5,4,4,0,0,1
88221,1,0,440,4,3,4,3,5,2,0
8144,1,0,1998,2,2,2,5,0,0,0
77505,1,0,478,2,5,2,2,0,0,1
37999,1,0,2146,4,5,4,4,0,0,0
122281,1,2,768,5,2,4,5,4,0,1
125816,1,2,884,3,3,4,5,40,29,1
10988,1,2,1494,5,2,4,4,0,11,1
8671,1,0,1239,2,1,2,2,0,0,0
15264,1,1,2133,5,3,5,4,24,16,1
37284,1,0,3187,4,4,4,4,0,0,0
123311,1,2,2868,5,4,5,5,23,14,1
9749,1,0,940,3,3,5,4,0,0,1
4522,1,0,506,3,2,5,1,74,60,1
36540,1,0,1286,4,3,3,4,0,2,1
55773,0,1,2117,3,2,3,3,0,0,0
28870,1,0,2120,3,1,3,4,0,0,0
12518,1,0,1589,2,1,2,4,0,0,0
28996,1,0,533,5,2,3,5,0,0,1
6224,1,0,1332,2,4,1,3,0,0,1
75098,1,2,2614,2,2,2,3,0,0,0
77424,1,0,2249,2,2,2,4,0,0,0
88066,1,2,2570,2,4,1,3,0,0,1
50,1,0,1826,0,3,0,3,0,0,1
102762,1,2,2666,5,4,4,5,0,0,1
42443,0,0,2337,1,3,1,4,19,21,0
94799,1,2,1844,1,3,4,4,12,0,1
69247,1,2,1425,2,2,1,3,1,0,0
24299,1,0,1776,3,1,2,3,0,0,0
32419,1,0,2319,4,3,4,4,0,0,0
126175,1,2,2099,4,5,5,5,24,26,1
14354,1,0,1589,2,4,2,5,19,16,0
124579,1,1,2153,5,5,5,3,0,0,1
86998,1,0,1258,4,4,3,4,8,7,0
45178,0,0,1550,2,3,2,1,0,0,0
43996,0,0,1803,1,5,1,3,0,0,0
2723,1,0,2026,5,3,5,4,0,0,1
68140,1,2,2116,1,3,4,1,0,0,0
10907,1,2,1916,2,3,3,1,128,131,0
121581,1,2,1020,3,4,4,5,0,3,1
53052,0,0,1530,3,1,3,2,2,1,0
30967,1,0,2782,3,5,3,1,0,0,0
11256,1,0,2458,1,4,4,4,28,13,1
99374,1,2,2542,1,3,4,4,0,0,1
118742,1,2,1773,1,2,4,5,0,1,1
125369,1,0,1750,5,5,5,3,0,0,1
105652,1,2,481,4,2,3,4,2,15,0
39450,1,0,1808,5,3,0,2,4,0,1
59426,0,0,2211,4,3,4,5,0,0,1
97267,1,0,872,4,2,3,4,0,0,0
99371,1,2,809,3,2,4,4,0,4,1
9870,1,0,2364,2,3,2,3,0,0,0
74475,1,0,2609,2,2,2,2,11,0,0
77481,1,0,1144,2,2,2,5,0,0,1
82315,1,0,311,3,4,3,3,38,28,0
109308,1,2,2274,2,3,5,4,0,0,1
32159,1,0,2272,4,5,4,5,9,57,0
172,1,0,2008,0,2,0,4,0,0,1
72300,1,0,1315,2,2,2,3,116,128,0
95632,1,2,469,5,5,5,4,14,24,1
44786,0,0,1375,2,2,2,5,39,33,0
76186,1,2,733,5,5,5,2,0,0,1
41280,0,0,1506,1,1,1,3,0,8,0
113043,1,0,2578,5,5,5,4,0,0,1
53960,0,0,2011,3,5,3,3,0,0,0
48165,0,1,2005,2,1,2,4,0,0,0
107056,1,2,3278,1,4,4,3,0,5,1
55482,0,0,2514,3,3,3,5,0,8,0
48132,0,0,2520,2,1,2,3,0,0,0
14112,1,0,601,4,2,5,4,0,0,1
38643,1,0,1760,5,3,5,3,0,0,1
40356,0,2,1978,0,1,0,5,0,1,1
47592,0,0,2130,2,3,2,4,0,0,0
101463,1,2,367,1,5,4,4,0,0,1
11259,1,0,481,5,2,5,4,0,0,1
9093,1,0,2498,2,2,2,4,0,0,0
37472,1,0,1868,4,4,4,5,0,1,0
690,1,0,1545,0,4,0,4,11,15,1
75329,1,0,1706,2,3,4,2,0,0,0
104099,1,0,1205,4,4,4,2,0,0,1
82588,1,1,2336,3,3,3,4,1,0,0
50216,0,0,1991,2,3,2,4,3,0,0
114391,1,2,3288,5,2,4,5,0,0,1
3965,1,1,1402,1,1,1,5,0,0,0
56163,0,2,1576,3,4,4,5,0,4,0
54525,0,0,3024,3,1,3,3,0,3,0
78167,1,2,326,3,2,2,3,2,0,0
123017,1,0,667,5,5,4,5,0,0,1
96320,1,2,2436,1,5,5,4,0,0,1
65582,1,0,2518,0,1,0,2,36,27,1
53348,0,0,2760,3,1,3,2,0,0,0
98736,1,2,3163,4,2,3,4,7,0,0
86600,1,0,2762,3,3,3,3,0,0,0
12528,1,0,649,3,2,3,4,0,0,1
35107,1,0,2342,4,2,4,4,0,14,0
55592,0,2,2343,3,2,3,4,0,6,0
91648,1,2,522,1,3,4,4,0,0,1
116280,1,2,2898,4,5,5,5,20,7,1
78349,1,2,454,3,1,3,3,33,43,0
81587,1,0,368,3,4,3,3,0,0,0
114753,1,2,2307,1,5,5,5,24,17,1
21176,1,1,1538,3,4,3,5,0,0,1
14191,1,0,2504,2,4,2,4,0,0,0
71159,1,2,1217,2,3,3,2,28,11,0
73579,1,0,1417,2,2,2,3,2,0,0
77236,1,1,1518,2,2,2,3,0,0,0
97735,1,2,2081,2,5,4,4,0,0,1
117032,1,1,1217,5,5,5,1,0,0,1
20359,1,0,3243,3,1,2,4,96,74,0
99536,1,2,2061,3,4,4,4,0,0,1
9551,1,0,706,3,3,5,4,0,0,1
124184,1,2,3100,3,2,4,5,23,15,1
67928,1,1,2017,1,2,3,1,4,0,0
56702,0,2,3024,4,4,4,5,2,0,1
128441,1,2,3486,1,1,3,5,0,0,1
121321,1,2,1103,1,4,4,5,8,0,1
91912,1,2,2860,1,4,4,4,0,0,1
13563,1,0,3046,2,2,5,4,0,0,1
12490,1,0,1844,2,3,4,4,6,5,1
6873,1,0,1652,1,4,1,5,0,0,0
123439,1,2,446,3,5,5,5,0,28,1
62469,0,0,3137,5,1,5,5,120,107,1
80805,1,2,2035,4,3,3,5,32,59,1
4545,1,0,1475,1,5,1,5,0,0,0
8260,1,0,1590,5,1,5,4,0,1,1
67473,1,2,465,1,1,4,1,0,0,0
62365,0,0,1559,5,4,5,5,0,0,1
97725,1,2,2225,3,5,5,4,0,0,1
104757,1,2,3013,4,4,4,3,0,0,1
2225,1,0,345,4,2,4,5,0,0,1
77577,1,2,685,4,2,4,2,0,0,1
116491,1,2,2702,1,3,5,5,0,0,1
109800,1,2,638,3,3,5,5,0,0,1
127952,1,2,2623,2,4,4,5,0,1,1
68223,1,0,617,1,3,4,1,8,2,0
62014,0,2,3149,5,4,5,5,0,2,1
86182,1,2,299,3,3,3,3,29,4,0
49265,0,0,901,2,2,1,1,2,1,0
8565,1,1,2394,4,2,4,4,6,10,1
128552,1,0,1146,5,3,2,5,0,0,1
125948,1,2,781,1,5,5,5,0,0,1
19721,1,0,491,3,5,5,3,0,0,1
85013,1,1,2527,3,3,3,3,13,25,0
126520,1,2,553,4,2,5,5,0,1,1
83922,1,2,2121,3,1,4,3,0,0,0
73315,1,2,835,2,1,3,2,2,0,0
26392,1,0,2132,3,5,3,4,13,0,0
86281,1,2,3292,3,1,4,3,4,0,0
60748,0,2,2318,4,2,4,4,0,0,0
19128,1,2,411,2,2,4,5,0,12,0
73154,1,0,482,2,3,2,2,83,86,0
15166,1,0,2008,2,4,2,4,72,71,0
23521,1,0,2608,4,5,5,4,24,33,1
106180,1,2,2063,1,2,4,4,4,33,1
2140,1,1,711,4,4,5,1,0,13,1
25556,1,0,268,2,5,4,5,3,0,1
31745,1,0,1554,3,5,3,4,0,0,0
51037,0,0,1743,3,3,3,4,19,0,0
43876,0,2,2360,1,5,1,2,0,16,0
40523,0,2,1878,0,2,0,4,18,19,1
64422,1,2,3332,0,5,4,2,0,9,1
51960,0,0,1618,3,2,3,4,6,6,0
10231,1,0,2340,2,1,2,4,0,6,0
79718,1,2,2600,5,3,3,5,0,0,1
122321,1,2,3385,4,4,4,5,12,8,1
100770,1,2,500,4,1,4,4,0,0,0
124837,1,2,3052,4,5,5,4,0,17,1
18952,1,0,2192,2,3,5,4,8,0,1
76530,1,2,1248,2,2,2,3,19,21,0
28367,1,0,1366,5,4,5,5,0,0,1
69647,1,2,1931,5,2,2,1,0,0,0
129605,1,2,1729,1,4,5,5,3,0,1
55896,0,0,1098,3,1,3,3,0,0,0
10464,1,0,3382,2,5,3,4,8,1,0
59314,0,0,2364,4,4,4,3,0,0,0
118732,1,0,1486,5,5,5,2,0,0,1
63825,1,2,3229,0,5,4,1,0,0,1
10133,1,0,1252,3,4,5,4,0,0,1
110811,1,2,3409,2,2,4,5,0,0,1
36836,1,0,1495,4,5,4,5,0,0,0
59730,0,2,1653,4,4,4,4,6,2,0
3075,1,0,1936,1,4,1,1,0,13,0
3573,1,0,2354,0,3,2,5,0,0,1
17076,1,0,2970,2,3,2,5,5,0,0
72129,1,1,1478,2,2,2,3,2,12,0
68961,1,2,2458,1,4,4,1,0,0,0
69172,1,0,2037,1,1,1,4,12,18,0
58233,0,0,1429,4,2,4,2,0,0,0
16794,1,0,544,1,4,4,4,60,61,1
13820,1,0,1815,5,5,4,4,0,0,1
91278,1,2,624,2,4,4,4,0,0,1
125859,1,2,3214,3,1,4,5,1,5,1
10852,1,0,505,4,2,5,4,29,21,1
83675,1,0,2196,3,3,3,4,0,0,0
11227,1,0,1942,4,4,5,4,11,4,1
108280,1,2,466,1,2,4,4,49,53,1
104371,1,2,768,1,3,5,4,0,0,1
124166,1,2,3044,1,4,4,5,58,61,1
87433,1,2,3108,3,3,4,4,18,0,1
117349,1,2,2784,2,5,5,4,1,5,1
108908,1,0,1649,3,3,4,5,2,0,1
30394,1,0,1733,5,5,5,1,16,0,1
12915,1,0,2705,2,4,2,2,35,36,0
12841,1,0,992,3,4,4,4,0,0,1
22563,1,0,1013,5,4,3,5,0,0,1
95299,1,2,3362,2,4,4,4,19,11,1
118973,1,2,2989,4,5,5,4,18,23,1
110605,1,2,321,2,3,5,5,0,0,1
96701,1,2,2628,2,4,4,5,20,11,1
11414,1,0,1224,2,5,4,4,0,4,1
29208,1,0,1545,3,3,3,4,0,0,0
13246,1,0,1283,5,3,4,4,0,0,1
9926,1,0,1864,2,4,2,3,0,0,0
96299,1,2,312,4,3,2,4,58,44,0
106081,1,2,2900,5,4,5,4,0,0,1
32252,1,0,1714,4,5,2,1,9,8,0
32941,1,0,2505,4,1,4,3,4,13,0
61999,0,0,1537,5,4,5,4,2,0,1
69398,1,2,1863,2,5,3,2,0,0,0
60823,0,2,2058,4,2,4,4,2,0,0
17518,1,0,1700,2,3,2,5,0,0,0
53718,0,0,1928,3,2,3,4,24,15,0
52421,0,2,1999,3,5,3,4,9,4,0
44606,0,0,1750,2,4,2,4,0,0,0
90884,1,2,790,4,3,4,4,0,0,1
9379,1,0,1045,2,5,4,4,0,12,0
3802,1,0,2294,1,4,1,4,0,0,0
53295,0,0,2281,3,3,3,4,0,0,0
48106,0,0,3313,2,2,4,2,4,8,0
34512,1,0,1440,4,5,4,4,0,0,0
125697,1,2,945,2,4,4,5,19,2,1
83494,1,2,3341,3,1,4,3,40,40,0
81043,1,0,1699,3,3,3,2,0,32,0
53057,0,0,1708,3,3,3,2,0,0,0
51649,0,0,1926,3,3,3,4,0,0,0
48735,0,1,1981,2,2,2,3,30,22,0
18431,1,0,1525,1,3,4,4,0,0,1
37536,1,0,1971,4,2,4,5,0,0,0
71296,1,2,1630,5,2,4,2,0,0,1
50894,0,0,2025,3,2,3,3,0,0,0
62307,0,0,1426,5,4,5,5,32,33,1
2027,1,0,1257,1,3,1,3,0,0,0
43798,0,0,1661,1,1,2,3,3,10,0
54757,0,0,2779,3,2,3,4,0,0,0
123262,1,0,2029,5,5,5,1,2,23,1
102606,1,2,2344,5,4,5,4,5,4,1
12969,1,0,1222,4,5,4,4,0,0,1
24051,1,0,254,4,5,5,5,0,0,1
25508,1,1,1777,2,4,4,5,0,29,1
38495,1,1,387,5,4,3,3,0,0,1
72679,1,0,826,2,4,3,2,0,0,0
95784,1,0,2227,4,4,4,2,15,4,1
122384,1,2,3445,5,3,4,5,0,0,1
104766,1,2,1533,5,5,4,4,4,4,1
66500,1,1,1484,1,1,1,3,0,0,0
39364,1,2,487,5,5,5,2,9,0,1
123337,1,2,459,5,4,5,5,0,0,1
109043,1,2,110,3,2,2,4,30,38,1
43025,0,2,1823,1,1,1,4,6,1,0
35766,1,0,878,4,3,4,1,0,0,0
97511,1,2,3317,5,4,4,4,95,84,1
115484,1,2,3396,2,3,5,5,94,84,1
124128,1,2,2294,2,5,5,5,0,0,1
40238,0,1,1834,0,3,0,4,30,24,1
41709,0,0,2953,1,4,1,1,0,0,0
29411,1,0,2315,3,2,3,5,0,0,0
89716,1,2,2552,5,4,4,2,0,0,1
71435,1,2,3439,4,2,1,2,11,0,1
64844,1,2,239,0,5,4,5,0,0,1
77241,1,1,1346,2,2,2,4,19,12,0
24779,1,0,1928,4,3,5,5,0,0,1
51893,0,0,1874,3,3,3,3,5,2,0
73197,1,2,898,2,3,4,2,15,10,0
115437,1,2,2610,3,5,5,4,0,0,1
32195,1,2,691,4,5,5,5,104,101,0
47992,0,0,1370,2,1,2,3,0,0,0
58725,0,0,1903,4,4,4,5,16,10,1
110709,1,0,929,4,2,2,5,0,19,1
83573,1,2,2876,3,3,3,2,0,0,0
103989,1,2,1870,5,4,4,5,88,98,1
48954,0,0,2039,2,3,2,3,0,0,0
3570,1,0,1449,1,4,1,4,0,0,0
88627,1,2,694,4,2,5,3,8,8,1
758,1,0,1356,0,4,0,4,0,1,1
51803,0,0,2901,3,5,2,5,6,0,1
25559,1,0,1263,3,3,3,5,0,0,0
118338,1,2,3189,2,5,5,5,0,0,1
30747,1,0,1655,3,3,3,4,0,0,0
8519,1,0,2911,3,2,4,4,18,31,1
71783,1,2,3209,4,2,2,5,7,0,1
89687,1,2,1675,3,3,4,4,0,0,1
43283,0,0,1720,1,1,1,4,0,0,0
83356,1,2,1580,3,3,5,3,0,0,1
1122,1,0,1312,0,5,0,4,13,7,1
6026,1,0,2120,1,4,5,2,0,6,1
127598,1,2,2101,3,2,4,5,4,20,1
7285,1,0,2732,1,3,1,5,0,0,0
74777,1,2,1364,2,2,2,3,21,14,0
41442,0,0,2205,1,4,1,4,0,0,0
117722,1,2,1118,3,2,5,5,0,0,1
87946,1,2,2133,2,4,5,3,0,0,1
40051,0,2,2199,0,1,0,4,36,29,1
43813,0,1,1204,1,5,2,1,5,11,0
105996,1,0,1741,4,4,4,3,12,48,1
86256,1,2,203,3,2,4,3,2,0,0
103332,1,2,1213,5,4,4,4,20,9,1
25149,1,0,2466,3,5,3,1,0,8,0
89477,1,0,1850,4,4,4,2,0,0,1
124910,1,2,1780,1,4,5,5,12,0,1
69675,1,2,1619,5,1,2,4,0,0,1
60203,0,2,1726,4,2,4,4,16,15,1
10088,1,2,3230,5,5,4,4,17,0,1
105136,1,0,1147,4,3,2,4,24,21,1
79063,1,1,1287,2,2,3,3,0,0,0
11527,1,1,2434,2,4,2,3,0,5,0
10197,1,0,925,2,5,5,4,1,0,1
52732,0,0,1979,3,3,3,2,18,19,0
115235,1,2,3415,2,5,5,5,0,4,1
22625,1,0,2988,3,2,2,4,0,0,0
16184,1,0,1329,2,3,0,3,0,0,0
91405,1,2,2718,5,5,5,4,0,15,1
35126,1,0,2319,4,5,4,4,0,0,1
105582,1,0,1168,4,4,4,4,0,14,1
104400,1,0,1844,4,4,4,1,0,0,1
75820,1,2,1562,2,3,4,2,46,29,0
119698,1,2,3077,4,5,5,5,4,2,1
123138,1,2,511,5,2,4,5,9,0,1
2544,1,1,1337,5,3,3,1,0,0,1
99958,1,2,1961,4,5,2,4,0,0,1
13396,1,1,1838,2,5,2,5,51,46,0
68656,1,2,502,1,4,4,1,0,30,0
36159,1,0,1765,4,5,4,5,3,2,1
76115,1,2,2061,2,2,2,4,0,0,0
75890,1,2,1617,2,2,2,3,0,0,0
47256,0,2,2316,2,5,2,4,18,18,0
121143,1,2,2922,3,5,5,4,132,130,1
16753,1,1,1984,2,2,2,5,10,28,0
45749,0,0,1356,2,3,2,4,3,0,0
110267,1,2,1553,4,5,4,5,12,4,1
22934,1,0,1368,3,4,3,3,0,0,0
51920,0,0,1314,3,3,3,3,0,0,0
117442,1,2,2933,2,5,5,4,4,0,1
15602,1,0,2266,4,2,5,4,3,4,1
120435,1,2,2313,2,4,4,5,14,0,1
26814,1,2,1499,5,3,4,5,0,0,1
2345,1,0,1234,5,1,5,3,0,0,1
13649,1,0,2103,2,4,2,5,19,4,0
118122,1,1,2022,5,5,5,3,4,11,1
21718,1,0,2922,3,4,3,4,0,32,0
31605,1,1,1897,3,5,3,4,14,2,0
26643,1,2,321,3,3,5,2,0,0,0
42834,0,0,2477,1,4,1,2,0,0,0
69053,1,2,2886,1,1,4,1,0,3,0
92663,1,1,2372,4,4,4,5,0,0,1
56465,0,0,1785,3,2,3,4,6,0,0
3495,1,0,2213,0,2,5,2,28,32,1
11085,1,0,2074,2,5,2,4,0,8,0
91963,1,2,455,2,2,5,4,11,25,1
24884,1,0,1396,3,3,3,4,5,16,0
21390,1,0,2499,3,5,3,5,65,103,1
20125,1,0,1881,3,1,3,1,91,80,0
102459,1,2,2610,5,1,5,4,0,0,1
61637,0,2,2438,5,3,5,4,0,0,1
42343,0,0,2477,1,3,1,4,3,0,0
71761,1,2,453,5,3,4,2,0,7,1
109947,1,2,1579,5,2,5,5,37,53,1
118279,1,2,2450,3,3,5,5,0,0,1
38143,1,0,2793,4,5,4,5,11,0,1
58524,0,0,2171,4,3,4,4,0,0,1
101115,1,0,2070,4,4,4,1,0,0,1
110278,1,2,1420,4,4,4,5,2,0,1
112927,1,2,3190,5,5,1,4,33,21,1
106740,1,2,1580,4,1,5,4,0,0,1
73448,1,2,745,1,3,5,2,0,0,1
45295,0,0,1765,2,4,1,4,15,25,0
18081,1,0,2417,2,2,2,5,25,16,0
23223,1,1,1891,3,2,3,3,0,6,0
106390,1,2,339,4,4,5,4,40,35,1
12259,1,0,1608,1,4,4,4,0,4,1
14252,1,0,1664,2,2,2,5,1,0,0
57078,0,0,1740,4,1,4,4,14,10,0
64830,1,2,365,0,4,5,4,0,0,1
76421,1,0,501,2,3,3,2,20,5,0
90323,1,2,2354,3,5,5,4,4,0,1
58762,0,2,2256,4,2,4,4,0,0,0
12884,1,0,2430,5,3,5,4,0,23,1
62747,0,0,2605,5,1,5,4,0,0,1
78149,1,2,387,3,2,2,3,0,0,0
99867,1,2,3267,2,4,4,5,0,0,1
70274,1,1,2106,2,2,2,3,20,9,0
97519,1,2,1496,4,4,4,4,0,0,1
32599,1,0,2511,4,2,4,3,0,2,1
9173,1,0,2123,2,5,2,4,0,0,0
20832,1,1,2022,2,3,5,4,11,12,1
51002,0,2,2637,3,3,3,5,6,2,0
120709,1,2,3330,4,5,5,1,0,0,1
30309,1,0,1784,3,1,3,4,13,2,0
51770,0,1,2254,3,2,2,3,3,8,0
68201,1,0,1471,1,1,1,3,0,0,0
100843,1,0,1600,4,4,4,4,0,0,0
44624,0,0,1875,2,2,2,5,1,0,0
119094,1,2,497,4,4,5,5,0,0,1
117266,1,2,1869,5,5,3,5,75,46,1
11197,1,0,2014,4,5,5,4,6,27,1
95106,1,2,2922,3,4,4,4,1,0,1
4018,1,0,1353,0,5,1,5,9,0,1
13520,1,0,3441,2,2,4,3,0,4,0
87616,1,0,1273,3,3,4,5,0,0,1
13149,1,2,1547,2,4,5,4,21,19,1
59035,0,2,2081,4,2,4,5,0,0,1
82455,1,2,1703,4,3,3,2,14,1,1
95570,1,2,487,1,3,5,4,50,39,1
42419,0,0,1894,1,3,1,4,0,0,0
63384,0,2,1714,5,2,5,5,0,0,1
7089,1,2,1441,1,2,1,1,8,0,0
119469,1,1,1130,5,5,5,1,1,0,1
32467,1,0,1484,4,2,4,2,0,0,0
105354,1,0,1037,4,4,4,2,0,0,1
92631,1,2,1280,5,4,4,4,0,0,1
424,1,0,286,0,5,4,2,1,7,1
45841,0,0,2290,2,2,3,2,6,0,0
35404,1,0,1884,4,5,4,1,20,10,0
